Words			Original Roots		Predicted roots
साथ		साथ			साथ
यूनिवर्सिटी		यूनिवर्सिटी			यूनिवर्सिटी
कॉलेज		कॉलेज			कॉलेज
ऑफ		ऑफ			ऑफ
इंजीनियरिंग		इंजीनियरिंग			इंजीनियरिंग
को		को			को
सम्मिलित		सम्मिलित			सम्मिलित
करने		कर			कर
,		COMMA			UNNNNNNNNNNNNNNNNN
बंगाल		बंगाल			बंगाल
इंजीनियरिंग		इंजीनियरिंग			इंजीनियरिंग
कॉलेज		कॉलेज			कॉलेज
,		COMMA			UNNNNNNNNNNNNNNNNN
हावड़ा		हावड़ा			हावड़ा
,		COMMA			UNNNNNNNNNNNNNNNNN
यादवपुर		यादवपुर			यादवपुर
विश्वविद्यालय		विश्वविद्यालय			विश्वविद्यालय
के		का			का
इंजीनियरिंग		इंजीनियरिंग			इंजीनियरिंग
व		व			व
टेक्नोलॉजी		टेक्नोलॉजी			टेक्नोलॉजी
डिपार्टमेंट		डिपार्टमेंट			डिोार्टदमेट
,		COMMA			UNNNNNNNNNNNNNNNNN
ज़ाकिर		ज़ाकिर			जाकिर
हुसैन		हुसैन			हुसैन
कॉलेज		कॉलेज			कॉलेज
ऑफ		ऑफ			ऑफ
इंजीनियरिंग		इंजीनियरिंग			इंजीनियरिंग
एंड		एंड			एंड
टेक्नोलॉजी		टेक्नोलॉजी			टेक्नोलॉजी
,		COMMA			UNNNNNNNNNNNNNNNNN
अलीगढ़		अलीगढ़			अलीगढ़
मुस्लिम		मुस्लिम			मुस्लिम
विश्वविद्यालय		विश्वविद्यालय			विश्वविद्यालय
,		COMMA			UNNNNNNNNNNNNNNNNN
आंध्र		आंध्र			आंध्र
यूनिवर्सिटी		यूनिवर्सिटी			यूनिवर्सिटी
कॉलेज		कॉलेज			कॉलेज
ऑफ		ऑफ			ऑफ
इंजीनियरिंग		इंजीनियरिंग			इंजीनियरिंग
,		COMMA			UNNNNNNNNNNNNNNNNN
विशाखापट्टनम्		विशाखापट्टनम्			विललाापट्टनम्
